Strains	Propidium_p.value	Propidium_Mean	Propidium_est	Propidium_ci	Propidium_p.adj	Suberin_p.value	Suberin_Mean	Suberin_est	Suberin_ci	Suberin_p.adj
L337	0.00848885952002665	0.0660032509209586	-0.0408076962765952	0.0195989597468996	0.0551775868801732	0.114110150564425	0.479354777321596	0.0546387189454365	0.0525299892702584	0.147881067398134
L339	0.971683717565767	0.105978632624583	-0.00083231457297063	0.053503955479633	0.971683717565767	0.000119300366288578	1	0.575283941623841	0	0.000472656689295701
L34	0.023497094514873	0.06972964492765	-0.043243892347116	0.0271156930832322	0.0936632771092659	4.30851365147537e-10	1	0.594848048549914	1.0199542494133e-16	2.66202732321746e-08
L341	0.963919556628389	0.105131949767558	-0.00167899742999543	0.0726037453276252	0.970921393601477	0.00277882084887865	0.801130351130351	0.376414292754192	0.178423117554439	0.00602077850590373
L343	0.0155380057445992	0.0770879310791096	-0.0297230161184442	0.0140180607651571	0.0822471300884231	0.00215265920712608	0.80591318560492	0.381197127228761	0.17275052506654	0.00497503461202473
L344	0.368434907773524	0.0911993181052699	-0.0170495848132611	0.0388577318688881	0.499247301738717	0.150141061498942	0.640206002913546	0.0793538790065021	0.123131121747814	0.186443825622567
L347	0.284108384720536	0.0918952674495879	-0.0176218150257148	0.0297277736113958	0.412028406529045	0.0643659161269452	0.448618102446474	0.127221654734754	0.120007321851504	0.0889575452119908
L350	0.0352333902580165	0.0857391501741434	-0.0237779323011593	0.0165176091193347	0.116326113867737	0.276506243259631	0.373682722979398	0.0522862752676783	0.086043723323194	0.319518325544463
L351	0.00629387210425119	0.0819039754388534	-0.0276131070364494	0.0119685225287274	0.0476045599157908	0.000360079176982344	0.52999658973155	0.20860014201983	0.0729722389312429	0.0011434575391195
L354	0.000474386940969898	0.0699169803349004	-0.0396001021404023	0.0103255975408026	0.0138646680402937	2.90611279792021e-05	0.669658061957558	0.348261614245838	0.0956733072539926	0.000159071437359843
L357	0.172390263924234	0.0929263371478103	-0.0165907453274924	0.0201428529331815	0.296340288398683	0.107171211798839	0.267759986522796	-0.0536364611889241	0.0514004598913958	0.140198817950683
L359	0.019475811007391	0.0839556147700198	-0.0255614677052829	0.0157135602150842	0.090021526434163	0.153035804623942	0.271684881198661	-0.0497115665130589	0.0558572469628211	0.188910666835489
L361	0.32779191278979	0.0984547613264744	-0.0110623211488283	0.0230857357815175	0.465397391537723	2.97531896664825e-08	0.785935808201634	0.464539360489914	0.0256559623505403	6.87629272292041e-07
L363	0.021949173953378	0.0888604867977051	-0.0206565956775976	0.0107679534173596	0.0917670207638062	3.00165270594552e-09	0.972826086956522	0.651429639244802	0.0642560937932822	8.32458350448891e-08
L369	0.163157306286657	0.0941733240204464	-0.0153437584548564	0.0189765365082102	0.288823146447869	4.7895247626707e-06	1	0.67860355228828	9.0248847422673e-17	4.42764955838002e-05
L37	0.00348271430339057	0.0617022701717093	-0.0512712671030567	0.01411878908054	0.03346902520215	1.38590862350469e-11	1	0.594848048549914	0	1.15307597475591e-09
L371	0.00130869044423198	0.0729417548554884	-0.0365753276198143	0.0127094163697886	0.0187729387862243	0.0171599560328122	0.631322997160746	0.309926549449026	0.218834104235725	0.0269378932439618
L374	0.0029789687704361	0.0331762964729519	-0.0790964438050372	0.021358078402185	0.0317534797553818	5.76386736063701e-05	1	0.57870035035958	0	0.000275605611727011
L38	0.0110703995727564	0.0668530444291607	-0.0461204928456052	0.0224919439118105	0.0657898031752382	1.38590862350469e-11	1	0.594848048549914	6.89261979826974e-17	1.15307597475591e-09
L380	0.00557842644192549	0.0294957596147577	-0.0827769806632314	0.0284468497070724	0.0458591265610767	0.00261894723674668	0.88444666001994	0.46314701037952	0.215348299675131	0.00576445529357999
L383	0.0331708371420782	0.0461535536638201	-0.0661191866141691	0.0428546700739669	0.113187900806495	0.0824251330606214	0.536782661782662	0.115483012142241	0.204939785979558	0.111690082583774
L384	0.7922621215119	0.106278983520428	-0.00599375675756095	0.0363801790196615	0.860188433244495	0.147464175861302	0.538536796536797	0.117237146896376	0.181977014891607	0.183667955563777
L386	0.17703146602067	0.075557544487733	-0.0367151957902562	0.0536565466281518	0.298158258561128	0.0112270065415661	0.859848484848485	0.438548835208064	0.446024671573853	0.0193793971837822
L391	0.162933335557929	0.075170099203312	-0.0371026410746772	0.0495930928969163	0.288823146447869	2.45509255541996e-05	0.954268292682927	0.532968643042506	0.145538702985535	0.000143847676486578
